AnnoScolastico;CodScuola;Gestione;Denominazione;Indirizzo;MunicipioScuola;NilScuola;Capienza;Numero_Classi;Alunni_Tot;Alunni_M;Alunni_F;Alunni_Resid;Alunni_NonResid;Alunni_NazNasc_Italia;Alunni_NazNasc_UE15;Alunni_NazNasc_UE_Nuovi;Alunni_NazNasc_Europa_Altri;Alunni_NazNasc_Africa;Alunni_NazNasc_AmericaNord;Alunni_NazNasc_AmericaCentroSud;Alunni_NazNasc_Asia;Alunni_NazNasc_Altro_NonDisp;Alunni_Cittad_Ita;Alunni_Cittad_Non_Ita;Alunni_Cittad_NonDisp
2011/2012;2108;Statale;CRISPI FRANCESCO;V. SANT' ERLEMBARDO 4;2;Viale Monza (16);325;10;239;131;108;224;15;213;1;1;5;0;0;15;4;0;174;65;0
2011/2012;2097;Statale;LOCCHI VITTORIO;V. PASSERINI GIAN BATTISTA 4;9;Niguarda - CË Granda (14);350;14;275;142;133;263;12;250;0;3;1;10;0;7;4;0;213;62;0
2011/2012;2071;Statale;FERRANTE APORTI;V. MANTEGNA ANDREA 10;8;Sarpi (69);525;20;432;240;192;419;13;402;3;1;8;5;0;6;7;0;335;97;0
2011/2012;2109;Statale;PERASSO GIANBATTISTA;V. BOTTEGO VITTORIO 4;2;Padova (19);500;16;335;178;157;302;33;293;2;6;8;7;0;9;10;0;199;136;0
2011/2012;2059;Statale;PORZI OBERDAN GIOVANNA;V. BERGOGNONE 2;6;Tortona (50);525;21;461;224;237;453;8;442;4;1;3;2;0;7;2;0;423;38;0
2011/2012;2060;Statale;ROMANO GIULIO;V. ROMANO GIULIO 2;5;Porta Romana (27);250;10;230;112;118;222;8;219;0;1;2;0;0;7;1;0;189;41;0
2011/2012;2061;Statale;STATALE;V. VIGEVANO 19;6;Navigli (44);400;13;247;148;99;231;16;225;1;2;1;2;0;11;5;0;195;52;0
2011/2012;2063;Statale;BAROZZI IACOPO;V. BOCCONI FERDINANDO 17;5;Vigentina (5);425;20;445;239;206;430;15;431;4;2;0;1;0;5;2;0;417;28;0
2011/2012;2064;Statale;DE BIANCHI PIOLTI - STAMPA GASPARA;V. GENTILINO 14;5;Ticinese (6);300;13;254;122;132;245;9;242;0;2;1;3;0;5;1;0;204;50;0
2011/2012;2065;Statale;NOVARO - FERRUCCI;PZ SICILIA 2;7;Washington (51);875;36;875;444;431;864;11;837;7;1;10;1;3;9;7;0;814;61;0
2011/2012;2066;Paritaria;IMMACOLATA CONCEZIONE;V. ELBA 18;7;Washington (51);;5;117;48;69;112;5;110;4;1;1;1;0;0;0;0;114;3;0
2011/2012;2067;Paritaria;ISTITUTO SAN PAOLO DELLE SUORE ANGELICHE;V. BUONARROTI MICHELANGELO 49;8;De Angeli - Monte Rosa (58);;7;126;60;66;120;6;113;4;1;4;0;0;1;3;0;118;8;0
2011/2012;2085;Statale;FRANK ANNA;V. DORA BALTEA 16;9;Bruzzano (83);350;10;225;116;109;214;11;202;1;2;1;5;2;9;3;0;180;45;0
2011/2012;2070;Paritaria;REGINA CARMELI;V. MONVISO 33;8;Sarpi (69);;5;128;65;63;120;8;125;0;0;0;0;0;1;2;0;126;2;0
2011/2012;2057;Statale;THOUAR PIETRO E GONZAGA LUIGI;V. BRUNACCI VINCENZO 2;5;Ticinese (6);400;11;202;106;96;184;18;183;0;4;5;3;0;4;3;0;123;79;0
2011/2012;2072;Statale;GIUSTI GIUSEPPE E D'ASSISI CHIARA;V. GIUSTI GIUSEPPE 15;1;Sarpi (69);425;19;404;185;219;394;10;382;1;1;2;1;0;7;10;0;297;107;0
2011/2012;2073;Statale;PASCOLI GIOVANNI;V. RASORI GIOVANNI 19;7;Pagano (68);575;23;473;251;222;469;4;467;4;0;0;1;0;1;0;0;450;23;0
2011/2012;2074;Statale;LEONE TOLSTOJ;V. ZUARA 9;6;Bande Nere (52);350;22;458;225;233;435;23;430;3;0;4;3;0;11;6;1;374;84;0
2011/2012;2076;Paritaria;LEONE XIII;V. LEONE XIII 12;8;Pagano (68);;16;389;215;174;369;20;378;3;0;2;0;4;1;1;0;387;2;0
2011/2012;2077;Statale;LEOPARDI GIACOMO;VL BODIO LUIGI 22;9;Bovisa (77);600;19;387;196;191;356;31;325;0;7;6;11;1;15;21;1;185;202;0
2011/2012;2078;Paritaria;SANTA GEMMA CALGANI;V. BALDINUCCI FILIPPO 88;9;Bovisa (77);;10;235;123;112;194;41;232;0;0;2;0;0;1;0;0;229;6;0
2011/2012;2080;Statale;MARIE CURIE;V. GUICCIARDI DIEGO 1;9;Dergano (79);500;21;446;224;222;423;23;396;2;8;5;8;0;15;12;0;287;159;0
2011/2012;2081;Statale;LAMBRUSCHINI RAFFAELLO E CYBO CATERINA;V. CRESPI BENIGNO 1;9;Dergano (79);425;13;241;128;113;232;9;201;1;2;1;12;0;9;15;0;96;145;0
2011/2012;2082;Statale;STATALE;V. GABBRO 6;9;Bovisasca (81);275;10;226;113;113;219;7;206;0;0;3;9;0;7;1;0;167;59;0
2011/2012;2069;Statale;MOSCATI PIETRO E SFORZA BIANCA MARIA;V. MOSCATI PIETRO 1;8;Sarpi (69);425;15;346;169;177;339;7;322;8;0;3;4;1;4;4;0;321;25;0
2011/2012;2306;Paritaria;ISTITUTO SANT'AMBROGIO SALESIANO;V. COPERNICO 9;2;Centrale (10);;5;136;91;45;131;5;135;0;0;0;0;0;0;1;0;135;1;0
2011/2012;2248;Paritaria;LIBERA SCUOLA STEINERIANA;V. PINI TOMMASO 1;3;Lambrate (23);;5;93;46;47;42;51;88;0;0;2;0;0;0;3;0;88;5;0
2011/2012;2249;Paritaria;ISTITUTO SANT'ANNA;V. MELORIA 3;8;De Angeli - Monte Rosa (58);;5;97;38;59;93;4;92;1;0;2;0;1;1;0;0;95;2;0
2011/2012;2300;Statale;PRO JUVENTUTE ISTITUTO DON GNOCCHI;V. CAPECELATRO ALFONSO 66;7;S. Siro (60);0;1;70;42;28;44;26;57;0;2;1;7;0;3;0;0;52;18;0
2011/2012;2301;Paritaria;ISTITUTO PADRE BECCARO IL MANDORLO;V. COLONNA MARCANTONIO 24;8;Portello (67);;5;70;37;33;66;4;58;2;0;1;0;0;5;4;0;35;35;0
2011/2012;2302;Privata non paritaria;SIR JAMES HENDERSON SCHOOL;V. PISANI DOSSI CARLO ALBERTO 16;3;Parco Lambro - Cimiano (18);;15;292;154;138;160;132;156;57;3;6;8;17;2;40;3;179;112;1
2011/2012;2303;Paritaria;BES ELEMENTARY SCHOOL;V. VAL CISMON 9;9;Niguarda - CË Granda (14);;10;242;127;115;211;31;228;5;0;3;0;5;0;0;1;238;3;1
2011/2012;2246;Statale;SCARPA ANTONIO;V. CLERICETTI CELESTE 22;3;CittË Studi (22);375;16;289;155;134;279;10;262;3;2;5;2;1;8;6;0;256;33;0
2011/2012;2305;Paritaria;PASTOR ANGELICUS;V. CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);;5;106;54;52;79;27;106;0;0;0;0;0;0;0;0;100;6;0
2011/2012;2309;Privata non paritaria;SCUOLA STEINERIANA COMETA;V. BUSSOLA DIONIGI 9;6;Gratosoglio - Ticinello (41);;5;77;50;27;64;13;73;2;0;0;1;0;0;0;1;76;1;0
2011/2012;2307;Paritaria;FONDAZIONE JOSEF TEHILLOT;V. SARDEGNA 35;7;Washington (51);;5;47;22;25;41;6;34;2;0;0;0;0;0;11;0;30;17;0
2011/2012;2308;Paritaria;SCUOLA PRIMARIA DI EDUCAZIONE ALLO SPORT E ALLA MUSICA;V. SAN GIUSTO 65;7;Forze Armate (56);;10;235;118;117;235;0;232;1;0;2;0;0;0;0;0;218;17;0
2011/2012;2310;Privata non paritaria;NAGIB MAHFUZ;V. STRATICO SIMONE 7;7;S. Siro (60);;5;135;59;76;86;49;90;2;0;0;43;0;0;0;0;4;131;0
2011/2012;2312;Paritaria;LES GALIPETTES;V. COTTOLENGO SAN GIUSEPPE 25;6;Ronchetto sul Naviglio (48);0;3;51;33;18;33;18;49;1;0;0;1;0;0;0;0;50;1;0
2011/2012;2313;Paritaria;MBM - MILANO BILINGUE MONTESSORI;V. PALMIERI NICOLA 72;5;Stadera (42);0;1;14;7;7;8;6;13;0;0;0;0;1;0;0;0;14;0;0
2011/2012;2172;Statale;TRE CASTELLI;V. BALSAMO CRIVELLI RICCARDO 3;6;Ronchetto sul Naviglio (48);250;10;240;130;110;223;17;221;0;2;4;8;0;4;1;0;195;45;0
2011/2012;2222;Statale;SAN GIUSEPPE CALASANZIO;V. GNOCCHI DON CARLO 25;7;S. Siro (60);450;18;381;196;185;361;20;343;3;1;6;3;0;19;6;0;260;121;0
2011/2012;2304;Paritaria;ST.LOUIS SCHOOL;V. CAVIGLIA ENRICO 1;4;Lodi - Corvetto (35);;15;319;177;142;256;63;290;10;0;11;1;4;0;2;1;303;16;0
2011/2012;2228;Statale;STATALE;V. VAL LAGARINA 44;8;Quarto Oggiaro (76);325;12;258;138;120;242;16;243;0;2;0;1;0;1;11;0;193;65;0
2011/2012;2311;Privata non paritaria;ANDERSEN SCHOOL;V. SAN MARTINO DON CARLO 8;4;Corsica (25);;10;145;70;75;115;30;137;2;0;2;0;1;1;2;0;135;10;0
2011/2012;2245;Paritaria;MANDELLI ANDREA;V. PAVONI LODOVICO 10;9;Dergano (79);;10;250;123;127;214;36;244;1;0;2;1;0;0;2;0;249;1;0
2011/2012;2223;Paritaria;SANTA GIULIANA FALCONIERI;V. ZAMAGNA BERNARDO 18;7;S. Siro (60);;5;119;60;59;106;13;109;0;5;0;0;0;3;2;0;86;33;0
2011/2012;2224;Privata non paritaria;ECOLE FRANCAISE DE MILAN;V. LAVENO 12;7;S. Siro (60);;15;318;164;154;242;76;158;132;0;7;6;6;4;5;0;177;141;0
2011/2012;2227;Statale;GHERARDINI GIOVANNI;V. CITTADINI PIER FRANCESCO 9;8;Quarto Oggiaro (76);275;10;173;92;81;159;14;149;1;6;2;9;0;1;5;0;93;80;0
2011/2012;2229;Statale;MAMELI GOFFREDO;V. CONSOLE MARCELLO 9;8;Villapizzone (71);600;20;432;240;192;387;45;354;5;5;13;17;0;20;18;0;171;261;0
2011/2012;2230;Statale;RINNOVATA PIZZIGONI;V. CASTELLINO DA CASTELLO 10;8;Villapizzone (71);625;25;595;298;297;576;19;564;2;0;2;6;0;10;11;0;499;96;0
2011/2012;2231;Statale;DANTE ALIGHIERI;V. MAC MAHON 100;8;Villapizzone (71);125;9;180;112;68;169;11;155;1;2;0;13;1;6;2;0;94;86;0
2011/2012;2232;Paritaria;GIOVANNI XXIII;V. DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);;5;110;63;47;96;14;107;0;0;0;0;0;2;1;0;97;13;0
2011/2012;2242;Statale;STATALE;V. TRILUSSA 10;8;Quarto Oggiaro (76);575;15;313;164;149;304;9;290;0;4;4;5;1;4;5;0;216;97;0
2011/2012;2234;Statale;MICCA PIETRO;V. GATTAMELATA 35;8;Portello (67);650;29;630;345;285;614;16;605;5;5;0;0;0;8;7;0;558;72;0
2011/2012;2235;Statale;BACHELET VITTORIO;V. MAGREGLIO 1;8;Villapizzone (71);275;8;131;72;59;116;15;106;0;8;2;6;0;5;4;0;78;53;0
2011/2012;2236;Statale;CAPPELLINI ALFREDO;V. DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;316;160;156;296;20;289;0;5;1;9;0;8;4;0;186;130;0
2011/2012;2237;Paritaria;MARIA CONSOLATRICE;V. AMPEZZO 8;8;Villapizzone (71);;5;111;56;55;105;6;111;0;0;0;0;0;0;0;0;109;2;0
2011/2012;2239;Statale;PARETO VILFREDO;V. PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;7;123;51;72;114;9;113;2;1;1;2;0;3;1;0;86;37;0
2011/2012;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;V. GAREGNANO 10;8;Maggiore - Musocco (72);;5;96;57;39;82;14;93;0;0;2;0;0;1;0;0;92;4;0
2011/2012;2233;Paritaria;LA ZOLLA;V. TRANCHEDINI NICODEMO 4;8;Portello (67);;10;246;118;128;231;15;239;4;0;2;0;0;0;1;0;244;2;0
2011/2012;2243;Statale;STATALE;V. GRAF ARTURO 70;8;Quarto Oggiaro (76);425;15;279;145;134;257;22;245;1;11;2;12;0;4;3;1;186;93;0
2012/2013;2180;Paritaria;SANT'ANGELA MERICI;V. VESPRI SICILIANI 55;6;Giambellino (49);;10;229;110;119;186;43;223;0;1;2;1;0;0;2;0;223;6;0
2012/2013;2178;Statale;STATALE;V. DEGLI ANEMONI 8;6;Lorenteggio (53);300;17;356;174;182;339;17;343;0;0;1;11;0;0;1;0;310;46;0
2012/2013;2177;Statale;STATALE;V. PISA UGO 1;6;Lorenteggio (53);400;15;312;165;147;303;9;297;2;4;1;1;0;6;1;0;267;45;0
2012/2013;2174;Statale;GALILEO FERRARIS;V. BARONA 70;6;Barona (46);125;5;97;49;48;90;7;87;0;3;0;3;0;3;1;0;75;22;0
2012/2013;2172;Statale;TRE CASTELLI;V. BALSAMO CRIVELLI RICCARDO 3;6;Ronchetto sul Naviglio (48);250;11;254;134;120;238;16;235;1;2;5;5;0;4;2;0;211;43;0
2012/2013;2171;Statale;GABRIO CASATI;V. SAN COLOMBANO 8;6;Ronchetto sul Naviglio (48);250;5;123;53;70;115;8;112;0;1;1;5;0;2;1;1;105;18;0
2012/2013;2170;Statale;SANT'AMBROGIO;V. DE NICOLA ENRICO 2;6;Barona (46);350;11;222;112;110;210;12;211;1;0;0;7;0;2;1;0;158;64;0
2012/2013;2167;Statale;STATALE;V. SAN PAOLINO 4;6;Barona (46);375;10;178;80;98;171;7;170;0;0;0;4;1;3;0;0;131;47;0
2012/2013;2168;Statale;ALDO MORO;V. PESCARENICO 6;5;Stadera (42);300;16;348;167;181;336;12;335;0;4;2;1;0;3;3;0;303;45;0
2012/2013;2181;Statale;NAZARIO SAURO;V. VESPRI SICILIANI 75;6;Giambellino (49);500;20;400;208;192;374;26;333;0;8;4;28;0;16;11;0;212;188;0
2012/2013;2193;Statale;FRATELLI CERVI;V. DEI SALICI 2;7;Baggio (55);400;14;291;165;126;257;34;273;4;3;5;1;0;4;1;0;231;60;0
2012/2013;2166;Paritaria;LA ZOLLA;V. CARCANO GIULIO 53;5;Tibaldi (43);;15;329;162;167;269;60;319;1;0;2;0;0;5;1;1;328;1;0
2012/2013;2169;Statale;GINO CAPPONI;V. PESTALOZZI G.E. 13;6;S. Cristoforo (45);400;15;341;173;168;323;18;316;0;1;4;6;0;9;5;0;233;108;0
2012/2013;2182;Paritaria;SCUOLA COMUNITA' EBRAICA;V. MAYER SALLY 4;6;Bande Nere (52);;8;140;78;62;133;7;128;4;0;1;0;0;2;5;0;133;7;0
2012/2013;2183;Statale;GRIGIONI;V. SCROSATI LUIGI 3;6;Bande Nere (52);375;13;264;135;129;254;10;250;2;1;1;2;0;3;5;0;230;34;0
2012/2013;2185;Paritaria;DEVOTA MACULAN;V. INGANNI ANGELO 12;6;Lorenteggio (53);;12;251;125;126;145;106;244;1;2;3;0;0;0;1;0;249;2;0
2012/2013;2186;Statale;STATALE;V. DEI NARCISI 2;6;Lorenteggio (53);375;15;304;165;139;281;23;254;0;7;3;27;0;4;9;0;109;195;0
2012/2013;2187;Statale;STATALE;V. VITERBO 31;7;Forze Armate (56);375;11;231;126;105;221;10;219;0;5;1;2;0;2;2;0;188;43;0
2012/2013;2188;Statale;STATALE;V. DELLE FORZE ARMATE 279;7;Forze Armate (56);300;13;278;144;134;266;12;266;0;2;2;4;1;2;1;0;219;59;0
2012/2013;2189;Statale;NICCOLO' TOMMASEO;V. MUGGIANO 14;7;Muggiano (54);125;5;113;60;53;108;5;109;1;0;1;0;0;2;0;0;105;8;0
2012/2013;2190;Statale;CARLO ZIMA E ANITA GARIBALDI;V. ANSELMO DA BAGGIO 60;7;Baggio (55);350;15;304;162;142;289;15;262;2;9;1;10;0;8;12;0;190;114;0
2012/2013;2192;Paritaria;MATER DIVINAE GRATIAE;V. GULLI TOMMASO 14;7;Bande Nere (52);;5;124;63;61;116;8;119;0;1;1;0;2;0;1;0;116;8;0
2012/2013;2195;Paritaria;MADRE BUCCHI;V. PALMI 25;7;Forze Armate (56);;6;154;73;81;116;38;151;1;0;0;0;0;1;1;0;153;1;0
2012/2013;2196;Statale;LUIGI EINAUDI;V. VAL D'INTELVI 11;7;Baggio (55);500;21;487;243;244;463;24;461;3;4;3;7;1;4;4;0;411;76;0
2012/2013;2165;Statale;STATALE;V. BARONI COSTANTINO 73;5;Gratosoglio - Ticinello (41);325;10;216;115;101;202;14;199;0;1;1;7;0;4;4;0;124;92;0
2012/2013;2141;Statale;SAN GIOVANNI BOSCO;V. SORDELLO LUIGI 7;4;Mecenate (30);375;5;103;45;58;98;5;97;0;1;1;1;0;2;1;0;80;23;0
2012/2013;2191;Statale;FRANCESCA SAVERIO CABRINI;V. DELLE FORZE ARMATE 65;7;Bande Nere (52);650;25;568;295;273;551;17;542;1;1;3;6;0;6;9;0;460;108;0
2012/2013;2150;Paritaria;SCUOLA EUROPA;VL MAJNO LUIGI 39;1;Guastalla (4);;9;124;68;56;106;18;114;4;3;1;0;0;0;2;0;115;9;0
2012/2013;2132;Paritaria;MARIA MATER MEA;V. PUSIANO 57;3;Parco Lambro - Cimiano (18);;6;142;66;76;59;83;140;0;0;0;1;0;0;1;0;138;4;0
2012/2013;2134;Statale;STATALE;V. FELTRE 68;3;Parco Lambro - Cimiano (18);375;17;362;198;164;346;16;340;0;12;5;2;0;2;1;0;313;49;0
2012/2013;2135;Statale;ENRICO FERMI;V. CARNIA 32;3;Parco Lambro - Cimiano (18);300;12;246;147;99;232;14;217;1;0;1;8;0;6;13;0;146;100;0
2012/2013;2138;Statale;DECORATI AL VALOR CIVILE;V. DECORATI AL VALOR CIVILE 10;4;Mecenate (30);250;10;200;95;105;194;6;183;4;3;2;2;0;1;5;0;163;37;0
2012/2013;2139;Statale;GEREMIA MELERI;V. MELERI GEREMIA 14;4;Mecenate (30);225;12;234;137;97;229;5;228;0;0;2;0;0;4;0;0;202;32;0
2012/2013;2140;Statale;MADRE TERESA DI CALCUTTA;LG GUERRIERI GONZAGA ANSELMO 4;4;Mecenate (30);225;10;183;103;80;177;6;165;0;1;3;5;0;3;6;0;109;74;0
2012/2013;2223;Paritaria;SANTA GIULIANA FALCONIERI;V. ZAMAGNA BERNARDO 18;7;S. Siro (60);;5;113;56;57;105;8;103;0;5;0;0;0;3;2;0;81;32;0
2012/2013;2142;Statale;STATALE;V. UCELLI DI NEMI GUIDO 54;4;Parco Monlu+ - Ponte Lambro (31);200;10;182;91;91;171;11;157;0;4;3;7;0;8;3;0;105;77;0
2012/2013;2198;Statale;STATALE;V. VALDAGNO 8;7;Forze Armate (56);300;10;201;108;93;194;7;175;3;0;1;6;0;9;7;0;123;78;0
2012/2013;2144;Statale;MARCELLO CANDIA;V. VALLARSA 19;5;Scalo Romana (36);250;12;266;140;126;259;7;241;0;1;0;10;0;7;7;0;181;85;0
2012/2013;2147;Statale;FABIO FILZI;V. RAVENNA 15;4;Lodi - Corvetto (35);300;12;225;119;106;192;33;173;2;19;5;12;0;2;12;0;89;136;0
2012/2013;2143;Statale;MARCELLO CANDIA;V. POLESINE 12;4;Lodi - Corvetto (35);325;15;301;155;146;281;20;249;5;5;5;12;0;13;11;1;126;175;0
2012/2013;2149;Statale;DAMIANO CHIESA;V. ANTONINI GIACOMO 50;5;Ripamonti (38);250;9;180;110;70;166;14;159;1;0;3;5;1;2;8;1;116;64;0
2012/2013;2164;Statale;STATALE;V. DELL' ARCADIA 22;5;Gratosoglio - Ticinello (41);625;15;319;157;162;309;10;303;1;4;2;4;0;4;1;0;261;58;0
2012/2013;2151;Paritaria;SAN VINCENZO REGINA MUNDI;V. BONCOMPAGNI CARLO 18;4;Lodi - Corvetto (35);;9;198;102;96;144;54;195;0;0;0;1;0;1;1;0;196;2;0
2012/2013;2152;Statale;RENZO PEZZANI;V. MARTINENGO FRANCESCO 34;4;Lodi - Corvetto (35);500;18;380;206;174;369;11;355;0;4;3;6;0;4;8;0;288;92;0
2012/2013;2153;Statale;STATALE;VL PUGLIE 4;4;Lodi - Corvetto (35);300;15;309;162;147;299;10;291;0;2;0;7;0;2;7;0;236;73;0
2012/2013;2154;Statale;PASQUALE SOTTOCORNO;V. MONTE PIANA 11;4;Rogoredo (33);350;17;382;211;171;369;13;339;1;6;3;15;0;13;5;0;290;92;0
2012/2013;2156;Statale;ERMANNO WOLF-FERRARI;V. WOLF FERRARI ERMANNO 6;5;Ripamonti (38);425;21;499;267;232;476;23;474;1;6;3;3;1;4;7;0;443;56;0
2012/2013;2158;Paritaria;MERKOS L'INYONEI CHINUCH;V. DELLE FORZE ARMATE 61;7;Bande Nere (52);;5;67;24;43;62;5;53;7;0;1;0;6;0;0;0;59;8;0
2012/2013;2159;Paritaria;A. LIMONTA - ISTITUTO CANOSSIANE;V. TAGLIAMENTO 12;4;Lodi - Corvetto (35);;5;121;52;69;117;4;118;0;0;0;0;0;2;1;0;114;7;0
2012/2013;2160;Statale;CESARE BATTISTI;V. PALMIERI NICOLA 24;5;Stadera (42);375;16;365;188;177;337;28;305;3;5;7;17;0;14;14;0;170;195;0
2012/2013;2161;Paritaria;ISTITUTO MADRE COCCHETTI ANNNUNCIATA;VL GIOVANNI DA CERMENATE 4;5;Stadera (42);;5;122;67;55;88;34;122;0;0;0;0;0;0;0;0;116;6;0
2012/2013;2162;Statale;STATALE;V. SAN GIACOMO 1;5;Stadera (42);425;15;338;187;151;329;9;323;1;1;1;5;0;4;3;0;279;59;0
2012/2013;2163;Statale;STATALE;V. FERABOLI ACHILLE 44;5;Gratosoglio - Ticinello (41);350;14;287;138;149;267;20;269;1;0;3;9;0;1;4;0;231;56;0
2012/2013;2148;Statale;STATALE;V. DEI BOGNETTI GIOV. E GIAMP. 15;5;Ex OM - Morivione (37);350;12;248;140;108;223;25;227;0;0;3;3;0;7;8;0;204;44;0
2012/2013;2302;Privata non paritaria;SIR JAMES HENDERSON SCHOOL;V. PISANI DOSSI CARLO ALBERTO 16;3;Parco Lambro - Cimiano (18);;15;250;126;124;140;110;149;38;4;6;6;13;2;32;0;168;82;0
2012/2013;2235;Statale;VITTORIO BACHELET;V. MAGREGLIO 1;8;Villapizzone (71);275;8;142;71;71;131;11;121;0;7;1;7;0;3;3;0;90;52;0
2012/2013;2236;Statale;ALFREDO CAPPELLINI;V. DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;317;167;150;295;22;280;2;10;0;9;0;9;7;0;168;149;0
2012/2013;2237;Paritaria;MARIA CONSOLATRICE;V. AMPEZZO 8;8;Villapizzone (71);;5;109;52;57;103;6;108;0;0;1;0;0;0;0;0;108;1;0
2012/2013;2239;Statale;VILFREDO PARETO;V. PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;6;120;52;68;113;7;111;0;4;1;0;1;2;1;0;84;36;0
2012/2013;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;V. GAREGNANO 10;8;Maggiore - Musocco (72);;5;100;62;38;86;14;98;0;0;2;0;0;0;0;0;97;3;0
2012/2013;2242;Statale;STATALE;V. TRILUSSA 10;8;Quarto Oggiaro (76);575;14;291;156;135;284;7;269;2;2;3;6;0;2;7;0;195;96;0
2012/2013;2243;Statale;STATALE;V. GRAF ARTURO 70;8;Quarto Oggiaro (76);425;14;262;134;128;246;16;233;1;9;1;10;0;3;5;0;168;94;0
2012/2013;2245;Paritaria;MANDELLI ANDREA;V. PAVONI LODOVICO 10;9;Dergano (79);;10;254;131;123;219;35;248;1;1;2;1;0;0;1;0;253;1;0
2012/2013;2246;Statale;ANTONIO SCARPA;V. CLERICETTI CELESTE 22;3;CittË Studi (22);375;16;290;158;132;284;6;267;2;2;4;2;1;7;5;0;260;30;0
2012/2013;2248;Paritaria;LIBERA SCUOLA STEINERIANA;V. PINI TOMMASO 1;3;Lambrate (23);;5;87;47;40;35;52;82;1;0;1;0;0;0;3;0;84;3;0
2012/2013;2249;Paritaria;ISTITUTO SANT'ANNA;V. MELORIA 3;8;De Angeli - Monte Rosa (58);;5;89;37;52;84;5;86;0;0;2;0;0;0;0;1;85;4;0
2012/2013;2221;Statale;GIUSEPPE LOMBARDO RADICE;V. PARAVIA PIER ALESSANDRO 83;7;S. Siro (60);225;4;66;32;34;62;4;49;0;0;0;10;0;4;3;0;10;56;0
2012/2013;2301;Paritaria;ISTITUTO PADRE BECCARO IL MANDORLO;V. COLONNA MARCANTONIO 24;8;Portello (67);;5;85;45;40;79;6;71;2;0;2;0;0;5;5;0;49;36;0
2012/2013;2232;Paritaria;GIOVANNI XXIII;V. DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);;5;108;60;48;94;14;107;0;0;0;0;0;1;0;0;96;12;0
2012/2013;2303;Paritaria;BES ELEMENTARY SCHOOL;V. VAL CISMON 9;9;Niguarda - CË Granda (14);;10;221;111;110;193;28;206;8;0;2;0;4;0;1;0;217;4;0
2012/2013;2304;Paritaria;ST.LOUIS SCHOOL;V. CAVIGLIA ENRICO 1;4;Lodi - Corvetto (35);;15;332;181;151;273;59;307;7;0;13;0;2;0;2;1;315;17;0
2012/2013;2305;Paritaria;PASTOR ANGELICUS;V. CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);;5;102;51;51;77;25;102;0;0;0;0;0;0;0;0;93;9;0
2012/2013;2306;Paritaria;ISTITUTO SANT'AMBROGIO SALESIANO;V. COPERNICO 9;2;Centrale (10);;5;134;91;43;123;11;133;0;0;0;0;0;0;1;0;132;2;0
2012/2013;2307;Paritaria;FONDAZIONE JOSEF TEHILLOT;V. SARDEGNA 35;7;Washington (51);;5;44;19;25;42;2;35;0;0;0;0;0;0;9;0;29;15;0
2012/2013;2308;Paritaria;SCUOLA PRIMARIA DI EDUCAZIONE ALLO SPORT E ALLA MUSICA;V. SAN GIUSTO 65;7;Forze Armate (56);;10;239;118;121;239;0;236;1;0;2;0;0;0;0;0;224;15;0
2012/2013;2309;Privata non paritaria;SCUOLA STEINERIANA COMETA;V. BUSSOLA DIONIGI 9;6;Gratosoglio - Ticinello (41);;5;84;54;30;67;17;80;2;0;0;1;0;0;0;1;84;0;0
2012/2013;2310;Privata non paritaria;NAGIB MAHFUZ;V. STRATICO SIMONE 7;7;S. Siro (60);;7;165;72;93;110;55;111;1;0;0;53;0;0;0;0;13;152;0
2012/2013;2311;Privata non paritaria;ANDERSEN SCHOOL;V. SAN MARTINO DON CARLO 8;4;Corsica (25);;10;152;72;80;129;23;146;3;0;1;0;1;1;0;0;146;6;0
2012/2013;2312;Paritaria;LES GALIPETTES;V. COTTOLENGO SAN GIUSEPPE 25;6;Ronchetto sul Naviglio (48);0;4;70;47;23;44;26;65;1;0;2;1;0;0;1;0;69;1;0
2012/2013;2313;Paritaria;MBM - MILANO BILINGUE MONTESSORI;V. PALMIERI NICOLA 72;5;Stadera (42);0;2;31;15;16;18;13;30;0;0;0;0;1;0;0;0;30;1;0
2012/2013;2300;Statale;PRO JUVENTUTE ISTITUTO DON GNOCCHI;V. CAPECELATRO ALFONSO 66;7;S. Siro (60);0;1;62;34;28;40;22;54;1;1;0;4;0;2;0;0;50;12;0
2012/2013;2217;Paritaria;BEATA VERGINE;V. TERRAGNI GIUSEPPE 36;8;QT 8 (66);;5;104;57;47;94;10;101;2;0;0;0;0;0;1;0;99;5;0
2012/2013;2201;Statale;CARLO POMA;V. AIRAGHI GAETANO 42;7;Quinto Romano (62);250;10;175;83;92;159;16;160;2;1;3;1;0;5;3;0;145;30;0
